symbol,marketcapname,market_cap,industry,sector
GOKUL,smallcap,408.35,trading,fmcg
ORICONENT,smallcap,967.41,packaging,industrials
EMUDHRA,smallcap,3864.82,computers - software - medium / small,i.t
JYOTISTRUC,smallcap,1480.14,transmisson line towers / equipment,industrials
MANINDS,smallcap,3759.1,steel - medium / small,metals & mining
AJMERA,smallcap,2271.81,construction,realty
SICAGEN,smallcap,225.72,trading,services
20MICRONS,smallcap,648,mining / minerals / metals,metals & mining
MHRIL,smallcap,4334.84,hotels,services
SHAHALLOYS,smallcap,136.29,steel - medium / small,metals & mining
GLOBUSSPR,smallcap,2497.08,breweries & distilleries,fmcg
DEN,smallcap,1266.07,entertainment / electronic media software,media
MBLINFRA,smallcap,442.59,construction,realty
HATHWAY,smallcap,1890.47,telecommunications - service provider,telecom-service
AROGRANITE,smallcap,38.25,miscellaneous,consumer discretionary
KCPSUGIND,smallcap,271.22,sugar,fmcg
TARAPUR,smallcap,36.7,electric equipment,industrials
EMAMIPAP,smallcap,531.61,paper,building materials
TTL,smallcap,188.83,textiles - products,textiles
AHLWEST,smallcap,675.6,hotels,services
GANECOS,smallcap,2478.63,textiles - manmade,textiles
PRAKASHSTL,smallcap,76.13,steel - medium / small,metals & mining
HEALTHX,smallcap,958.93,finance & investments,financials
SANGAMIND,smallcap,2649,textiles - spinning - synthetic / blended,textiles
GREENPOWER,smallcap,1348.99,power generation and supply,power & utilities
PIONEEREMB,smallcap,75.84,textiles - products,textiles
VIKRAN,smallcap,1839.68,transmisson line towers / equipment,industrials
PREMIERPOL,smallcap,584.99,plastics products,plastic products
RPPINFRA,smallcap,303.76,construction,realty
RKDL,smallcap,48.36,breweries & distilleries,fmcg
SHEKHAWATI,smallcap,49.88,textiles - processing,textiles
SUMMITSEC,smallcap,1678.87,finance & investments,financials
FCL,smallcap,4932.83,chemicals,chemicals
PFS,smallcap,1974.38,finance & investments,financials
KEEPLEARN,smallcap,32.86,miscellaneous,services
STARPAPER,smallcap,216.47,paper,building materials
VISHNU,smallcap,4218.65,chemicals,chemicals
3PLAND,smallcap,57.33,finance & investments,financials
BROOKS,smallcap,197.51,pharmaceuticals - indian - bulk drugs & formln,healthcare
RHETAN,smallcap,2417.72,steel - medium / small,metals & mining
ADOR,smallcap,1929.62,electrodes - welding equipment,industrials
GANESHCP,smallcap,876.03,food - processing - indian,fmcg
SETUINFRA,smallcap,6.54,construction,realty
FLEXITUFF,smallcap,22.02,packaging,industrials
JARO,smallcap,1277.36,miscellaneous,services
ESSARSHPNG,smallcap,485.36,shipping,transportation
SIGMA,smallcap,419.22,computers - software - medium / small,i.t
EPACKPEB,smallcap,1887.95,steel - medium / small,metals & mining
HEMIPROP,smallcap,3999.69,construction,realty
SUBROS,smallcap,4705.78,auto ancillaries,auto
HARSHA,smallcap,3594.42,engineering,industrials
TBZ,smallcap,1193.41,diamond cutting / jewellery,consumer discretionary
LYPSAGEMS,smallcap,14.77,diamond cutting / jewellery,consumer discretionary
TRUALT,smallcap,4343.8,miscellaneous,miscellaneous
IGARASHI,smallcap,1192.12,electric equipment,industrials
FAIRCHEMOR,smallcap,756.51,chemicals,chemicals
SRGHFL,smallcap,453.16,finance - housing,financials
EMIL,smallcap,4368.44,trading,consumer discretionary
MARSONS,smallcap,2437.11,electric equipment,industrials
ADVANCE,smallcap,659.76,pesticides / agrochemicals - indian,chemicals
DCXINDIA,smallcap,2200.88,electronics - components,aerospace & defence
ONWARDTEC,smallcap,612.65,computers - software - medium / small,i.t
HERANBA,smallcap,713.88,pesticides / agrochemicals - indian,chemicals
NIBE,smallcap,2302.45,engineering,aerospace & defence
KMEW,smallcap,4352.27,miscellaneous,transportation
NIBL,smallcap,73.13,bearings,industrials
RUSTOMJEE,smallcap,4983.84,construction,realty
WILLAMAGOR,smallcap,29.01,finance & investments,financials
AFSL,smallcap,1019.36,finance & investments,financials
VINEETLAB,smallcap,66.84,pharmaceuticals - indian - bulk drugs & formln,healthcare
KELLTONTEC,smallcap,887.77,computers - software - medium / small,i.t
RADIANTCMS,smallcap,409.76,miscellaneous,miscellaneous
RICOAUTO,smallcap,1548.47,auto ancillaries,auto
ADVENTHTL,smallcap,757.79,hotels,services
NATHBIOGEN,smallcap,332.51,miscellaneous,fmcg
RACLGEAR,smallcap,1479.52,auto ancillaries,auto
SICALLOG,smallcap,515.73,miscellaneous,transportation
VIJIFIN,smallcap,54.58,finance & investments,financials
KSR,smallcap,62.32,trading,services
CLCIND,smallcap,34.53,textiles - cotton/blended,textiles
PRAVEG,smallcap,631.56,hotels,services
RNBDENIMS,smallcap,294.75,textiles - cotton/blended,textiles
EXXARO,smallcap,293.95,ceramics - tiles / sanitaryware,building materials
WONDERLA,smallcap,3008.46,recreation / amusement parks,media
MOL,smallcap,1203.16,pesticides / agrochemicals - indian,chemicals
SUPERSPIN,smallcap,28.11,miscellaneous,miscellaneous
SURYALAXMI,smallcap,108.04,textiles - cotton/blended,textiles
DAMODARIND,smallcap,71.74,textiles - spinning - synthetic / blended,textiles
CNL,smallcap,0,indices,n/a
MARKOLINES,smallcap,363.23,construction,realty
SHANTIGEAR,smallcap,3377.42,engineering,industrials
HITECHGEAR,smallcap,1083.66,auto ancillaries,auto
BIRLAPREC,smallcap,266.3,engineering,industrials
GULFOILLUB,smallcap,4568.52,chemicals,chemicals
MAYURUNIQ,smallcap,3238.31,leather / leather products,consumer discretionary
DOLPHIN,smallcap,1609.18,oil drilling / allied services,energy
DIVGIITTS,smallcap,2414.37,auto ancillaries,auto
FINOPB,smallcap,1088.33,banks - private sector,bank
SINCLAIR,smallcap,384.55,hotels,services
GSLSU,smallcap,230.94,miscellaneous,consumer discretionary
KOKUYOCMLN,smallcap,838.34,printing & stationery,miscellaneous
BHARATSE,smallcap,1158.85,auto ancillaries,auto
BUILDPRO,smallcap,2779.7,trading,services
BALMLAWRIE,smallcap,3097.73,diversified - large,miscellaneous
RHL,smallcap,316.71,hotels,services
MAHAPEXLTD,smallcap,136.02,finance & investments,financials
NFL,smallcap,3693.56,fertilizers,chemicals
AYE,smallcap,4046.77,finance & investments,financials
EIMCOELECO,smallcap,878.76,engineering,industrials
DSFCL,smallcap,212.87,chemicals,chemicals
IKIO,smallcap,1192.9,electric equipment,consumer discretionary
DVL,smallcap,833.34,trading,services
VHLTD,smallcap,946.04,hotels,services
MENONBE,smallcap,797.34,auto ancillaries,auto
HMAAGRO,smallcap,1193.33,food - processing - indian,fmcg
GRANDOAK,smallcap,1308.62,finance & investments,financials
SRTL,smallcap,167.66,textiles - cotton/blended,textiles
GROWWHOSPI,smallcap,0,indices,indices
ORTEL,smallcap,5.28,entertainment / electronic media software,media
KABRAEXTRU,smallcap,806.05,engineering,industrials
IOLCP,smallcap,3857.54,pharmaceuticals - indian - bulk drugs & formln,healthcare
MANAKALUCO,smallcap,232.12,aluminium and aluminium products,metals & mining
JOCIL,smallcap,132.33,chemicals,chemicals
KOPRAN,smallcap,946.01,pharmaceuticals - indian - bulk drugs & formln,healthcare
GROBTEA,smallcap,105.05,tea,fmcg
SEYAIND,smallcap,39.83,chemicals,chemicals
INDOBORAX,smallcap,1109.99,chemicals,chemicals
LFIC,smallcap,42.77,finance & investments,financials
DPSCLTD,smallcap,802.4,power generation and supply,power & utilities
APOLSINHOT,smallcap,331.19,hotels,services
NIITMTS,smallcap,3014.59,computers - education,i.t
TREL,smallcap,643.72,miscellaneous,transportation
KILITCH,smallcap,624.41,pharmaceuticals - indian - formulations,healthcare
SHIVALIK,smallcap,397.7,pesticides / agrochemicals - indian,chemicals
PODDARMENT,smallcap,264.51,dyes and pigments,chemicals
PYRAMID,smallcap,605.66,packaging,industrials
GTPL,smallcap,724.04,entertainment / electronic media software,media
PSPPROJECT,smallcap,3340.42,construction,realty
SOTL,smallcap,3001.23,petrochemicals,energy
BRNL,smallcap,164.29,construction,realty
WIPL,smallcap,129.06,miscellaneous,building materials
STEELCITY,smallcap,119.09,finance & investments,financials
EMSLIMITED,smallcap,1646.77,engineering - turnkey services,realty
LAXMICOT,smallcap,23.49,textiles - cotton/blended,textiles
ZAGGLE,smallcap,2692.26,computers - software - medium / small,i.t
AURUM,smallcap,1380.7,computers - software - medium / small,i.t
THEJO,smallcap,1686.35,engineering,industrials
ARVSMART,smallcap,2726.79,construction,realty
MATRIMONY,smallcap,857.74,miscellaneous,miscellaneous
HECPROJECT,smallcap,136.67,engineering - turnkey services,realty
RAMASTEEL,smallcap,872.01,steel - medium / small,metals & mining
YATRA,smallcap,1525.38,travel agencies,i.t
SAKAR,smallcap,1856.98,pharmaceuticals - indian - bulk drugs & formln,healthcare
GVPTECH,smallcap,119.62,trading,i.t
DCAL,smallcap,3121.55,pharmaceuticals - indian - bulk drugs & formln,healthcare
VALIANTLAB,smallcap,416.9,pharmaceuticals - indian - bulk drugs & formln,healthcare
PANSARI,smallcap,479.44,construction,realty
NITIRAJ,smallcap,199.4,electronics - components,consumer discretionary
KISSHT,smallcap,4642.55,finance & investments,i.t
LIBAS,smallcap,33.77,food - processing - indian,fmcg
BELLACASA,smallcap,326.61,textiles - products,consumer discretionary
MAHESHWARI,smallcap,176.61,trading,services
PATINTLOG,smallcap,94.78,miscellaneous,transportation
GENCON,smallcap,227.38,construction,realty
GLOBAL,smallcap,523.78,miscellaneous,services
SBIVALETF,smallcap,0,indices,indices
COFFEEDAY,smallcap,861.06,hotels,consumer discretionary
PVTBKGROWW,smallcap,0,indices,indices
PANACHE,smallcap,580.83,computers - hardware,i.t
ESSEN-RE3,smallcap,0,indices,n/a
GEEKAYWIRE,smallcap,242.9,steel - medium / small,metals & mining
CCHHL,smallcap,211.52,hotels,services
ACEINTEG,smallcap,21.06,diversified - medium / small,miscellaneous
WIMPLAST,smallcap,388.55,plastics products,plastic products
ELITECON,smallcap,4942.56,miscellaneous,fmcg
FLAIR,smallcap,3032.75,printing & stationery,miscellaneous
MIRZAINT,smallcap,423.45,leather / leather products,consumer discretionary
ARENTERP,smallcap,11.86,trading,metals & mining
BALAXI,smallcap,140.39,pharmaceuticals - indian - bulk drugs & formln,healthcare
AARVI,smallcap,194.97,miscellaneous,miscellaneous
SHAREINDIA,smallcap,3027.45,finance & investments,financials
JASH,smallcap,2695.53,engineering,industrials
SEAMECLTD,smallcap,4178.09,miscellaneous,miscellaneous
QUICKHEAL,smallcap,1041.02,computers - software - medium / small,i.t
RELIABLE,smallcap,142.15,computers - software - medium / small,i.t
BI,smallcap,155.73,packaging,industrials
DPABHUSHAN,smallcap,2118.2,diamond cutting / jewellery,consumer discretionary
SURAJEST,smallcap,938.7,construction,realty
INNOVACAP,smallcap,4935.08,pharmaceuticals - indian - bulk drugs & formln,healthcare
LAOPALA,smallcap,1929.85,glass & glass products,building materials
VERTOZ,smallcap,385.5,computers - software - medium / small,i.t
DYCL,smallcap,1539.53,cables - power,industrials
RPEL,smallcap,4633.44,refractories / intermediates,building materials
URJA,smallcap,595.65,automobiles - motorcycles / mopeds,auto
NINSYS,smallcap,1339.98,computers - software - medium / small,i.t
ASTRON,smallcap,18.37,paper,building materials
BCONCEPTS,smallcap,249.51,trading,consumer discretionary
PILANIINVS,smallcap,4829.6,finance & investments,financials
SANGHVIMOV,smallcap,3094.66,miscellaneous,miscellaneous
ASHOKAMET,smallcap,39.02,trading,metals & mining
MEDICO,smallcap,393.93,pharmaceuticals - indian - bulk drugs & formln,healthcare
NILE,smallcap,530.56,mining / minerals / metals,metals & mining
PRAXIS,smallcap,122.45,trading,consumer discretionary
TAALTECH,smallcap,1124.35,transport - airlines,transportation
BLSE,smallcap,2037.09,computers - software - medium / small,i.t
QUESS,smallcap,3178.97,diversified - large,miscellaneous
COMSYN,smallcap,617.23,packaging,industrials
SHIVAMILLS,smallcap,57.04,textiles - spinning - synthetic / blended,textiles
DHARAN,smallcap,78.43,construction,realty
TVVISION,smallcap,20.53,entertainment / electronic media software,media
CLSEL,smallcap,1415.69,food - processing - indian,fmcg
VSTL,smallcap,218.2,steel - medium / small,metals & mining
KAPSTON,smallcap,1024.5,miscellaneous,miscellaneous
RADHIKAJWE,smallcap,671.54,diamond cutting / jewellery,consumer discretionary
GPTHEALTH,smallcap,1242.39,healthcare,healthcare
VALIANTORG,smallcap,801.92,chemicals,chemicals
DBSTOCKBRO,smallcap,119.32,finance & investments,financials
PLATIND,smallcap,1210.6,chemicals,chemicals
AAKASH,smallcap,94.97,oil drilling / allied services,energy
MUKKA,smallcap,671.4,food - processing - indian,fmcg
AKSHAR,smallcap,36.22,textiles - cotton/blended,textiles
INDOUS,smallcap,196.31,miscellaneous,fmcg
AKCAPIT,smallcap,1148.93,finance & investments,financials
AVL,midcap,6562.8,trading,consumer discretionary
BANCOINDIA,midcap,9366.08,auto ancillaries,auto
BATAINDIA,midcap,8615.2,leather / leather products,consumer discretionary
VARROC,midcap,8774.52,auto ancillaries,auto
IRCON,midcap,12788.19,construction,realty
AAVAS,midcap,10346.4,finance - housing,financials
FINCABLES,midcap,15326.05,cables - power,industrials
KANSAINER,midcap,17386.96,paints / varnishes,building materials
HCC,midcap,6134.79,construction,realty
SURYAROSNI,midcap,5439.59,steel - large,industrials
JINDALSAW,midcap,15419.82,steel - large,industrials
CHALET,midcap,17127.53,hotels,services
JSWDULUX,midcap,14236.81,paints / varnishes,building materials
ARVINDFASN,midcap,6362.65,trading,consumer discretionary
CASTROLIND,midcap,18171.17,chemicals,chemicals
METROPOLIS,midcap,11226.8,healthcare,healthcare
NEOGEN,midcap,5139.27,chemicals,chemicals
PNGJL,midcap,7440.89,diamond cutting / jewellery,consumer discretionary
FDC,midcap,6394.37,pharmaceuticals - indian - bulk drugs & formln,healthcare
KRN,midcap,6865.82,engineering,industrials
VTL,midcap,17757.56,textiles - cotton/blended,textiles
SWANCORP,midcap,9883.3,textiles - products,textiles
POLYMED,midcap,13393.64,healthcare,healthcare
UJJIVANSFB,midcap,10331.36,banks - private sector,bank
SAGILITY,midcap,19474.33,computers - software - medium / small,i.t
BLACKBUCK,midcap,9367.98,miscellaneous,transportation
BORORENEW,midcap,7028.37,glass & glass products,building materials
KIRLPNU,midcap,10253.65,compressors / drilling equipment,industrials
NESCO,midcap,8287.5,construction,realty
ELECON,midcap,11419.71,engineering,industrials
IGIL,midcap,15661.47,miscellaneous,miscellaneous
VENTIVE,midcap,14810.04,hotels,services
J&KBANK,midcap,15627.98,banks - private sector,bank
UNIMECH,midcap,5050.85,engineering,aerospace & defence
SONATSOFTW,midcap,7805.62,computers - software - medium / small,i.t
MAHLIFE,midcap,7193.92,construction,realty
SUDARSCHEM,midcap,7053.46,dyes and pigments,chemicals
TI,midcap,10562.85,breweries & distilleries,fmcg
TRIVENI,midcap,8025.89,sugar,fmcg
QPOWER,midcap,8058.06,electric equipment,industrials
AXISCADES,midcap,7152.28,computers - software - medium / small,aerospace & defence
PTC,midcap,5578.57,trading,power & utilities
JSWHL,midcap,13897.84,finance & investments,financials
BELRISE,midcap,19389.58,auto ancillaries,auto
ABLBL,midcap,12092.93,textiles - products,consumer discretionary
CANFINHOME,midcap,11042.47,finance - housing,financials
PFOCUS,midcap,17732.16,miscellaneous,realty
LTFOODS,midcap,13598.43,food - processing - indian,fmcg
AHLUCONT,midcap,5315.13,construction,realty
SMARTWORKS,midcap,5054.38,miscellaneous,co-working
MANYAVAR,midcap,9790.6,textiles - products,consumer discretionary
V2RETAIL,midcap,8762.97,textiles - products,consumer discretionary
ECLERX,midcap,14269.37,computers - software - medium / small,i.t
NAVA,midcap,17025.36,diversified - large,miscellaneous
TITAGARH,midcap,11237.18,engineering,industrials
LOTUSDEV,midcap,6810.85,construction,realty
ETHOSLTD,midcap,6313.75,trading,consumer discretionary
ISGEC,midcap,6613.61,engineering - turnkey services,realty
BENGALASM,midcap,8053.43,finance & investments,financials
RTNPOWER,midcap,5171.41,power generation and supply,power & utilities
SHREEJISPG,midcap,7586.29,shipping,transportation
BAJAJCON,midcap,7466.8,personal care - indian,fmcg
GRAVITA,midcap,11986.49,mining / minerals / metals,metals & mining
ANANTRAJ,midcap,19872.4,construction,realty
ATLANTAELE,midcap,15014.07,electric equipment,industrials
TMB,midcap,11714.05,banks - private sector,bank
TTKPRESTIG,midcap,7384.4,domestic appliances,consumer discretionary
VMART,midcap,5484.61,trading,consumer discretionary
JUBLINGREA,midcap,10149.39,chemicals,chemicals
ANURAS,midcap,15083.76,chemicals,chemicals
ORKLAINDIA,midcap,8487.85,food - processing - indian,fmcg
CCL,midcap,14294.16,tea,fmcg
GRINFRA,midcap,8619.91,construction,realty
TRIDENT,midcap,12393.36,textiles - cotton/blended,textiles
CARTRADE,midcap,8594.11,miscellaneous,consumer discretionary
SKIPPER,midcap,6462.63,engineering,industrials
KSHINTL,midcap,5520.4,mining / minerals / metals,metals & mining
SAPPHIRE,midcap,5595.92,hotels,consumer discretionary
BHARATCOAL,midcap,18050.53,mining / minerals / metals,metals & mining
MEDPLUS,midcap,10806.72,trading,consumer discretionary
FRACTAL,midcap,17851.7,computers - software - medium / small,i.t
MASTEK,midcap,5356.03,computers - software - medium / small,i.t
SENCO,midcap,5657.06,diamond cutting / jewellery,consumer discretionary
INOXWIND,midcap,14565.59,electric equipment,industrials
SHRIPISTON,midcap,15206.44,auto ancillaries,auto
CMPDI,midcap,16818.27,miscellaneous,miscellaneous
REDTAPE,midcap,7628.19,trading,consumer discretionary
ERIS,midcap,18870.93,pharmaceuticals - indian - formulations,healthcare
SIS,midcap,5827.48,miscellaneous,miscellaneous
NATCOPHARM,midcap,16823.79,pharmaceuticals - indian - bulk drugs & formln,healthcare
BLUEJET,midcap,7849.31,pharmaceuticals - indian - bulk drugs & formln,healthcare
HONASA,midcap,13244.18,trading,services
INDIASHLTR,midcap,8402.68,finance - housing,financials
DOMS,midcap,13244.62,printing & stationery,miscellaneous
MASFIN,midcap,5614.17,finance & investments,financials
IEX,midcap,11168.45,miscellaneous,financials
CROMPTON,midcap,17607.85,electric equipment,consumer discretionary
APOLLO,midcap,15613.68,electronics - components,aerospace & defence
PICCADIL,midcap,5784.18,breweries & distilleries,fmcg
SFL,midcap,6576.46,miscellaneous,consumer discretionary
ARE&M,midcap,15852.74,auto ancillaries,auto
SHILPAMED,midcap,10118.43,pharmaceuticals - indian - formulations,healthcare
FINEORG,midcap,14062.2,chemicals,chemicals
CHENNPETRO,midcap,16999.73,refineries,energy
PGHL,midcap,10010.26,pharmaceuticals - multinational,healthcare
EPL,midcap,6738.66,packaging,industrials
MANORAMA,midcap,8845.22,food - processing - indian,fmcg
CUPID,midcap,17258.72,personal care - indian,fmcg
INGERRAND,midcap,11770.76,compressors / drilling equipment,industrials
IONEXCHANG,midcap,5282.93,engineering - turnkey services,realty
KAJARIACER,midcap,17781.16,ceramics - tiles / sanitaryware,building materials
WHIRLPOOL,midcap,10524.02,domestic appliances,consumer discretionary
BALUFORGE,midcap,5349.42,castings & forgings,industrials
LMW,midcap,16925.08,textile machinery,industrials
MAHSEAMLES,midcap,8171.27,steel - large,industrials
PRSMJOHNSN,midcap,6104.71,cement - north india,building materials
SUNFLAG,midcap,6773.55,steel - medium / small,metals & mining
AKUMS,midcap,8361.56,pharmaceuticals - indian - bulk drugs & formln,healthcare
FIRSTCRY,midcap,11631.8,trading,consumer discretionary
BBOX,midcap,18313.96,computers - software - medium / small,i.t
SHAKTIPUMP,midcap,6351.91,pumps,industrials
GSFC,midcap,6525.87,fertilizers,chemicals
TATACHEM,midcap,18803.56,chemicals,chemicals
EIHOTEL,midcap,18123.05,hotels,services
BBTC,midcap,10552.3,auto ancillaries,auto
CGCL,midcap,19124.73,finance & investments,financials
IIFLCAPS,midcap,10531.16,finance & investments,financials
AFCONS,midcap,12032.07,construction,realty
SMLMAH,midcap,5374.05,automobiles - lcvs / hcvs,auto
ZEEL,midcap,9059.62,entertainment / electronic media software,media
KENNAMET,midcap,6328.63,castings & forgings,industrials
JKPAPER,midcap,6561.02,paper,building materials
CYIENT,midcap,10285.84,computers - software - medium / small,i.t
SOUTHBANK,midcap,11014.73,banks - private sector,bank
PCBL,midcap,11459.6,chemicals,chemicals
ALKYLAMINE,midcap,9096.99,chemicals,chemicals
AJAXENGG,midcap,6754.58,engineering,industrials
SIGMAADV,midcap,7333.33,electronics - components,aerospace & defence
CERA,midcap,7229.07,ceramics - tiles / sanitaryware,building materials
ASTRAMICRO,midcap,12568.82,telecommunications - equipment,aerospace & defence
STAR,midcap,9908.57,pharmaceuticals - indian - bulk drugs & formln,healthcare
WELENT,midcap,7162.91,construction,realty
JPPOWER,midcap,13014.72,power generation and supply,power & utilities
CEMPRO,midcap,17895.11,construction,realty
GARFIBRES,midcap,6558,textiles - products,textiles
KTKBANK,midcap,9982.91,banks - private sector,bank
THELEELA,midcap,13673.91,hotels,services
GALLANTT,midcap,16081.38,steel - medium / small,metals & mining
GPIL,midcap,19224.53,steel - medium / small,metals & mining
VOLTAMP,midcap,9233.9,electric equipment,industrials
ACE,midcap,10441.21,engineering,industrials
DCBBANK,midcap,5575.34,banks - private sector,bank
TANLA,midcap,7201.79,computers - software - medium / small,i.t
LUMAXTECH,midcap,11905.79,auto ancillaries,auto
REDINGTON,midcap,18664.86,trading,services
FSL,midcap,18871.03,computers - software - medium / small,i.t
GMRP&UI,midcap,8723.97,engineering - turnkey services,realty
PURVA,midcap,5101.33,construction,realty
SGMART,midcap,7285.32,trading,services
EBGNG,midcap,5032.47,trading,services
JSLL,midcap,7341.2,trading,healthcare
LLOYDSENT,midcap,10472.15,trading,services
BRIGADE,midcap,15910.8,construction,realty
CAMPUS,midcap,7661.22,leather / leather products,consumer discretionary
VGUARD,midcap,13267.92,electric equipment,industrials
MMTC,midcap,9721.5,trading,services
THANGAMAYL,midcap,14268.82,diamond cutting / jewellery,consumer discretionary
GPPL,midcap,7641.25,miscellaneous,transportation
WABAG,midcap,9669.2,engineering - turnkey services,realty
PSB,midcap,16802.35,banks - public sector,bank
URBANCO,midcap,18685.06,miscellaneous,i.t
IBULLSLTD,midcap,5387.92,diversified - medium / small,miscellaneous
USHAMART,midcap,14993.31,steel - medium / small,metals & mining
JAINREC,midcap,12618.06,mining / minerals / metals,metals & mining
LUMAXIND,midcap,5092.64,auto ancillaries,auto
BECTORFOOD,midcap,5283,food - processing - indian,fmcg
HOMEFIRST,midcap,11158.92,finance - housing,financials
CENTUM,midcap,5306.75,electronics - components,consumer discretionary
INOXGREEN,midcap,6949.43,miscellaneous,miscellaneous
DODLA,midcap,6625.2,food - processing - indian,fmcg
RATNAMANI,midcap,17830,steel - medium / small,industrials
ALOKINDS,midcap,6107.25,textiles - processing,textiles
DEVYANI,midcap,13787.97,hotels,consumer discretionary
SUDEEPPHRM,midcap,8774.98,pharmaceuticals - indian - bulk drugs & formln,healthcare
NUVOCO,midcap,12004.02,cement - north india,building materials
SKFINDUS,midcap,10739.41,bearings,industrials
AARTIPHARM,midcap,5758.58,pharmaceuticals - indian - bulk drugs & formln,healthcare
AEQUS,midcap,12179.29,engineering,aerospace & defence
SANSERA,midcap,18408.52,auto ancillaries,auto
CORONA,midcap,10400.27,pharmaceuticals - indian - bulk drugs & formln,healthcare
ELGIEQUIP,midcap,18677.03,compressors / drilling equipment,industrials
SAFARI,midcap,7981.11,moulded luggage,plastic products
KOVAI,midcap,5845.36,healthcare,healthcare
TEGA,midcap,13726.58,engineering,industrials
DCMSHRIRAM,midcap,16105.72,diversified - mega,miscellaneous
SHADOWFAX,midcap,11123.13,couriers,transportation
CMSINFO,midcap,5037.09,miscellaneous,miscellaneous
KWIL,midcap,6954.79,food - processing - mnc,fmcg
KINGFA,midcap,7236.44,plastics products,plastic products
OMNI,midcap,6234.62,engineering,industrials
AARTIIND,midcap,17032.87,chemicals,chemicals
GAEL,midcap,7137.83,miscellaneous,fmcg
STARCEMENT,midcap,8544.78,cement - north india,building materials
SYNGENE,midcap,17763.58,miscellaneous,healthcare
POWERMECH,midcap,7867.71,engineering - turnkey services,realty
GANESHHOU,midcap,5832.09,construction,realty
MAXESTATES,midcap,7279.86,construction,realty
GODREJAGRO,midcap,11213.74,food - processing - indian,fmcg
AZAD,midcap,13343.23,engineering,aerospace & defence
STYLAMIND,midcap,5013.07,miscellaneous,building materials
ASHAPURMIN,midcap,6939.97,mining / minerals / metals,metals & mining
JKTYRE,midcap,11197.16,tyres,auto
NEWGEN,midcap,7373.48,computers - software - medium / small,i.t
MGL,midcap,10788.51,miscellaneous,energy
LEMONTREE,midcap,8806.61,hotels,services
RELAXO,midcap,8171.41,leather / leather products,consumer discretionary
ATUL,midcap,19552.27,chemicals,chemicals
BALRAMCHIN,midcap,10852.82,sugar,fmcg
BASF,midcap,14494.2,chemicals,chemicals
RITES,midcap,9736.07,miscellaneous,miscellaneous
CHAMBLFERT,midcap,18812.63,fertilizers,chemicals
ARVIND,midcap,13122.77,textiles - cotton/blended,textiles
IFCI,midcap,19302.07,finance - term-lending institutions,financials
ELANTAS,midcap,7514.65,chemicals,chemicals
KRBL,midcap,7944.77,food - processing - indian,fmcg
SKYGOLD,midcap,8668.29,diamond cutting / jewellery,consumer discretionary
INDGN,midcap,12459.24,miscellaneous,healthcare
TECHNOE,midcap,12395.21,engineering - turnkey services,realty
BALAMINES,midcap,6532.37,chemicals,chemicals
KIRLFER,midcap,7113.9,steel - large,metals & mining
KSB,midcap,13420.16,pumps,industrials
MAHSCOOTER,midcap,14577.14,finance & investments,financials
EMAMILTD,midcap,17097.71,personal care - indian,fmcg
NCC,midcap,9457.88,construction,realty
BIRLACORPN,midcap,7449.5,cement - north india,building materials
RAIN,midcap,6656.28,miscellaneous,miscellaneous
SPLPETRO,midcap,13206.14,petrochemicals,energy
SKFINDIA,midcap,7969.4,bearings,industrials
GRWRHITECH,midcap,13694.33,packaging,industrials
SANOFI,midcap,7298.86,pharmaceuticals - multinational,healthcare
CEATLTD,midcap,13037.47,tyres,auto
SANOFICONR,midcap,10757.37,pharmaceuticals - multinational,healthcare
ZENSARTECH,midcap,11828.57,computers - software - medium / small,i.t
SARDAEN,midcap,18334.4,steel - medium / small,metals & mining
NIVABUPA,midcap,15524.18,finance & investments,financials
SANDUMA,midcap,11141.52,mining / minerals / metals,metals & mining
RESPONIND,midcap,5049.3,plastics products,plastic products
IFBIND,midcap,5339.57,domestic appliances,consumer discretionary
HAPPSTMNDS,midcap,5763.6,computers - software - medium / small,i.t
CAMS,midcap,19160.52,miscellaneous,financials
SAREGAMA,midcap,8822.96,entertainment / electronic media software,media
ENGINERSIN,midcap,12771.29,engineering - turnkey services,realty
TRANSRAILL,midcap,6554.38,engineering - turnkey services,realty
AGARWALEYE,midcap,15097.46,healthcare,healthcare
TCI,midcap,7053.52,miscellaneous,transportation
TTML,midcap,8435.51,telecommunications - service provider,telecom-service
TIPSMUSIC,midcap,8594.12,entertainment / electronic media software,media
BSOFT,midcap,9637.38,computers - software - medium / small,i.t
OLECTRA,midcap,10549.02,automobiles - lcvs / hcvs,auto
SUPRAJIT,midcap,6299.58,auto ancillaries,auto
RKFORGE,midcap,10337.06,castings & forgings,industrials
HEG,midcap,10616.66,electrodes - graphites,industrials
PVRINOX,midcap,9690.86,entertainment / electronic media software,media
KEC,midcap,13274.06,transmisson line towers / equipment,realty
FIEMIND,midcap,5983.51,auto ancillaries,auto
TIMETECHNO,midcap,8502.38,plastics products,plastic products
EUREKAFORB,midcap,8705.2,domestic appliances,consumer discretionary
EDELWEISS,midcap,10565.19,finance & investments,financials
JYOTHYLAB,midcap,7343.92,personal care - indian,fmcg
RAINBOW,midcap,13623.15,healthcare,healthcare
AVANTIFEED,midcap,15785.42,food - processing - indian,fmcg
RPOWER,midcap,11154.17,power generation and supply,power & utilities
AETHER,midcap,14577.53,chemicals,chemicals
JSWCEMENT,midcap,17755.1,cement - north india,building materials
